id,state_id,name
b0126497-fa3f-4286-bf98-20f7631448bc,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Amreli
a2bdf922-dc5a-46e6-8a6d-2cb89fb64052,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Anand
9fde3f89-3cb6-4bb6-9fce-9e385cd43419,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Arvalli
8793ba58-f32f-4163-af42-d7ebaf9d1ab2,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Banas Kantha
2225dc35-461a-4a89-b144-8ac451293679,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Bharuch
48c2dbd9-8bd9-4160-a561-81ff423fffd5,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Bhavnagar
f43cfb20-a397-49d8-82ac-b7fb0e4acd62,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Botad
aaf8b27c-454c-4315-a37e-e59c78acf9df,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Chhotaudepur
b6ede65e-5254-401b-9a9d-a927d2303df1,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Dang
168a8a7c-55fc-43ed-815a-3cdab0ec3885,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Devbhumi Dwarka
8a3b1d07-3e2e-4e7d-8de1-cd08492368de,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Dohad
caf19c12-8ba6-4604-a9a9-38fa01a60b6d,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Gandhinagar
5cea7184-619e-461a-b31b-7f107dc40d19,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Gir Somnath
0a29195e-e9b3-42a5-8794-f7b3dcded8fb,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Jamnagar
351d569b-a36b-4813-946f-58c3a23e84cd,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Junagadh
e6220b95-d2ed-4052-a376-35d07621bae8,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Kachchh
28085207-5737-497e-9115-5f800eaa6906,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Kheda
67525e93-4d78-4880-8657-6314a7a06ab3,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Mahesana
e01b9b3e-e840-4c9f-9dbe-d78c3624c268,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Mahisagar
9472a11b-b418-4ab7-8aa5-91d64568173c,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Morbi
38a57e7f-059e-433b-b89f-01bf80fa0a51,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Narmada
ed10d6f7-1ca1-436b-9d32-0ba78df7511d,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Navsari
da49a03d-8d49-4efe-bf09-b45c827098b7,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Panch Mahals
3baec7af-cbb1-4c3b-ad96-b6eed495ebef,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Patan
9d38005d-fd33-47f2-87cc-4e7458df5bd5,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Porbandar
f03c7403-ea78-4b60-8d88-afa0b1b5d4f1,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Rajkot
4c6661d5-b2b7-435f-bf4c-610fc7d14c20,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Sabar Kantha
35ab3cbb-8b46-4221-a007-7763c48fa823,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Surat
fb76604a-77f4-44e4-9e5e-148bc4c714d0,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Surendranagar
5059fae2-b4ca-4cb2-888c-fd9a3ce3c937,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Tapi
f16eff7a-f89d-4324-8c79-2e8d079281f7,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Vadodara
46a73821-2f10-41dd-bb76-9dfaaa30300a,22a7b210-0ef4-4717-b2e7-a8196c055fd5,Valsad
a4f4e6bb-74e6-41be-a65b-5f15e6b17268,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Ambala
a0ce3b0a-5c8c-464c-beb3-1a9090da2423,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Bhiwani
a0424ea7-0fe7-49eb-be56-dc09dbbf0113,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Charki Dadri
d3de60fd-7551-42e7-8f7d-39a90d8ba065,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Faridabad
988bca5b-7f62-4708-8d53-b6b031544426,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Fatehabad
c08891c3-fb81-43b3-ab5d-81dd7c28885c,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Gurugram
61a21426-9db1-4cb3-9247-f87053b1256f,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Hisar
3669149f-ab07-4fb9-8a89-bec35982933d,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Jhajjar
fa0d916a-756d-44f0-a045-bf0dbf070867,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Jind
8546b86c-3eee-43c6-a6b1-76d30e09bc89,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Kaithal
f195f5ca-1f65-4b58-88d6-c18fce7fb811,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Karnal
775e20dc-9fc4-42a3-9317-9aa23bfa6248,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Kurukshetra
d0b7fa13-98e7-46fd-baa6-5f1a9bc27e8f,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Mahendragarh
c229891e-1178-43a2-bfd7-78c13999e3e4,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Nuh
1e39f254-4689-4017-9af5-920b97917023,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Palwal
7a737e82-99bf-4329-97d5-606454b2ba79,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Panchkula
ed9b9f7c-82cc-42fd-a11a-b924e5b7f433,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Panipat
b1cceb01-81bc-4a06-beb1-e5c6f38cffe3,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Rewari
b01821cf-12d0-4cea-b3de-72e8eb7e82ac,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Rohtak
3418ab42-8773-4c9d-8160-cdd0b0bba43c,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Sirsa
80aa214c-f09e-4309-8951-5eb78c400dee,5c11ee74-84db-4c3b-8569-60f2b9c17ed6,Sonipat
